Combination,Cohesive energy,Melting point,Volume,Density,Average mass,Covalent radius(pm),Atomic mismatch,Mulliken,Pauling,Pseudopotential,Min radius,ENTROPY,VEC,Enthalpy 
"('Y', 'Tc', 'W', 'Ir', 'Al')",6.09,2308.0,11.3,11.994800000000000,117.971,113.4,0.149329765762674,3.9993,1.858,1.9856,0.351351,13.380,5.6,-27.68
"('Y', 'Tc', 'W', 'Ir', 'In')",5.9160000000000000,2207.4,12.452,12.9168,135.5386,120.4,0.131516227800438,3.97382,1.892,2.0606,0.351351,13.380,5.6,-11.2
"('Y', 'Tc', 'W', 'Ir', 'La')",6.306000000000000,2360.0,13.777200000000000,12.6848,140.35660000000000,119.0,0.172798216130581,3.96412,1.756,2.2666,0.333,13.380,5.6,-19.52
"('Y', 'Tc', 'W', 'Au', 'Al')",5.4640000000000000,2038.8,11.638,11.343,118.921,116.6,0.149329765762674,4.0997,1.926,1.992,0.351351,13.380,6.0,-22.72
"('Y', 'Tc', 'W', 'Au', 'In')",5.290000000000000,1938.2,12.79,12.265,136.4886,123.6,0.131516227800438,4.07422,1.96,2.067,0.351351,13.380,6.0,-9.28
"('Y', 'Tc', 'W', 'Au', 'La')",5.680000000000000,2090.8,14.115200000000000,12.033,141.3066,122.2,0.172798216130581,4.06452,1.824,2.273,0.333,13.380,6.0,-19.84
"('Y', 'Tc', 'W', 'Al', 'In')",5.2060000000000000,1857.4,12.748,8.945000000000000,102.49100000000000,121.2,0.145266370775934,3.56302,1.774,1.87,0.351351,13.380,4.4,-8.32
"('Y', 'Tc', 'W', 'Al', 'La')",5.596000000000000,2010.0,14.0732,8.713000000000000,107.309,119.8,0.186985506402443,3.55332,1.638,2.076,0.333,13.380,4.4,-16.16
"('Y', 'Tc', 'W', 'In', 'La')",5.422000000000000,1909.4,15.225200000000000,9.635000000000000,124.87660000000000,126.8,0.155155229773874,3.52784,1.672,2.151,0.333,13.380,4.4,-4.64
"('Y', 'Tc', 'Ir', 'Au', 'Al')",5.072,1838.8,11.448,12.005600000000000,120.59700000000000,115.0,0.149329765762674,4.2855,1.894,1.9706,0.351351,13.380,6.6,-38.56
"('Y', 'Tc', 'Ir', 'Au', 'In')",4.898,1738.2,12.6,12.927600000000000,138.1646,122.0,0.131516227800438,4.26002,1.928,2.0456,0.351351,13.380,6.6,-26.72
"('Y', 'Tc', 'Ir', 'Au', 'La')",5.288000000000000,1890.8,13.9252,12.6956,142.9826,120.6,0.172798216130581,4.25032,1.792,2.2516,0.333,13.380,6.6,-44
"('Y', 'Tc', 'Ir', 'Al', 'In')",4.814,1657.4,12.558,9.607600000000000,104.167,119.6,0.145266370775934,3.74882,1.742,1.8486,0.351351,13.380,5.0,-30.4
"('Y', 'Tc', 'Ir', 'Al', 'La')",5.204,1810.0,13.883200000000000,9.375600000000000,108.98500000000000,118.2,0.186985506402443,3.73912,1.606,2.0546,0.333,13.380,5.0,-44.96
"('Y', 'Tc', 'Ir', 'In', 'La')",5.030000000000000,1709.4,15.0352,10.297600000000000,126.55260000000000,125.2,0.155155229773874,3.71364,1.64,2.1296,0.333,13.380,5.0,-35.04
"('Y', 'Tc', 'Au', 'Al', 'In')",4.188,1388.2,12.896,8.955800000000000,105.117,122.8,0.145266370775934,3.84922,1.81,1.855,0.351351,13.380,5.4,-31.68
"('Y', 'Tc', 'Au', 'Al', 'La')",4.578000000000000,1540.8,14.2212,8.7238,109.93500000000000,121.4,0.186985506402443,3.83952,1.674,2.061,0.333,13.380,5.4,-48.48
"('Y', 'Tc', 'Au', 'In', 'La')",4.404,1440.2,15.3732,9.645800000000000,127.5026,128.4,0.155155229773874,3.81404,1.708,2.136,0.333,13.380,5.4,-41.6
"('Y', 'Tc', 'Al', 'In', 'La')",4.320000000000000,1359.4,15.331200000000000,6.325800000000000,93.505,126.0,0.171549455307998,3.30284,1.522,1.939,0.333,13.380,3.8,-32.8
"('Y', 'Ru', 'Ta', 'W', 'Ir')",7.01,2803.6,11.378,14.954800000000000,149.3972,113.6,0.137669529056449,4.2016,1.896,2.1996,0.351351,13.380,6.2,-25.76
"('Y', 'Ru', 'Ta', 'W', 'Au')",6.3840000000000000,2534.4,11.716,14.303000000000000,150.3472,116.8,0.137669529056449,4.302,1.964,2.206,0.351351,13.380,6.6,-18.88
"('Y', 'Ru', 'Ta', 'W', 'Al')",6.3,2453.6,11.674,10.983000000000000,116.34960000000000,114.4,0.149587911309291,3.7908,1.778,2.009,0.351351,13.380,5.0,-19.04
"('Y', 'Ru', 'Ta', 'W', 'In')",6.1260000000000000,2353.0,12.826000000000000,11.905000000000000,133.9172,121.4,0.129957257930785,3.76532,1.812,2.084,0.351351,13.380,5.0,-2.24
"('Y', 'Ru', 'Ta', 'W', 'La')",6.516,2505.6,14.1512,11.673000000000000,138.7352,120.0,0.1693555463324,3.75562,1.676,2.29,0.333,13.380,5.0,-0.32
"('Y', 'Ru', 'Ta', 'Ir', 'Au')",5.992,2334.4,11.526,14.965600000000000,152.0232,115.2,0.137669529056449,4.4878,1.932,2.1846,0.351351,13.380,7.2,-36.8
"('Y', 'Ru', 'Ta', 'Ir', 'Al')",5.908,2253.6,11.484,11.645600000000000,118.02560000000000,112.8,0.149587911309291,3.9766,1.746,1.9876,0.351351,13.380,5.6,-41.6
"('Y', 'Ru', 'Ta', 'Ir', 'In')",5.734,2153.0,12.636,12.567600000000000,135.59320000000000,119.8,0.129957257930785,3.95112,1.78,2.0626,0.351351,13.380,5.6,-26.4
"('Y', 'Ru', 'Ta', 'Ir', 'La')",6.1240000000000000,2305.6,13.9612,12.335600000000000,140.41120000000000,118.4,0.1693555463324,3.94142,1.644,2.2686,0.333,13.380,5.6,-31.2
"('Y', 'Ru', 'Ta', 'Au', 'Al')",5.282,1984.4,11.822,10.993800000000000,118.97560000000000,116.0,0.149587911309291,4.077,1.814,1.994,0.351351,13.380,6.0,-37.92
"('Y', 'Ru', 'Ta', 'Au', 'In')",5.108,1883.8,12.974,11.915800000000000,136.54320000000000,123.0,0.129957257930785,4.05152,1.848,2.069,0.351351,13.380,6.0,-25.76
"('Y', 'Ru', 'Ta', 'Au', 'La')",5.498000000000000,2036.4,14.299200000000000,11.683800000000000,141.3612,121.6,0.1693555463324,4.04182,1.712,2.275,0.333,13.380,6.0,-32.8
"('Y', 'Ru', 'Ta', 'Al', 'In')",5.024,1803.0,12.932000000000000,8.5958,102.54560000000000,120.6,0.144284841243667,3.54032,1.662,1.872,0.351351,13.380,4.4,-20.8
"('Y', 'Ru', 'Ta', 'Al', 'La')",5.414,1955.6,14.257200000000000,8.3638,107.36360000000000,119.2,0.184008975569326,3.53062,1.526,2.078,0.333,13.380,4.4,-25.12
"('Y', 'Ru', 'Ta', 'In', 'La')",5.24,1855.0,15.409200000000000,9.285800000000000,124.93120000000000,126.2,0.150698217478194,3.50514,1.56,2.153,0.333,13.380,4.4,-14.88
"('Y', 'Ru', 'W', 'Ir', 'Au')",6.152000000000000,2416.4,11.250000000000000,15.534800000000000,152.6012,114.4,0.142994863069263,4.5681,2.104,2.1736,0.351351,13.380,7.4,-19.84
"('Y', 'Ru', 'W', 'Ir', 'Al')",6.068,2335.6,11.208000000000000,12.2148,118.6036,112.0,0.153643832600503,4.0569,1.918,1.9766,0.351351,13.380,5.8,-28.96
"('Y', 'Ru', 'W', 'Ir', 'In')",5.894,2235.0,12.360000000000000,13.1368,136.1712,119.0,0.137811338205211,4.03142,1.952,2.0516,0.351351,13.380,5.8,-12.48
"('Y', 'Ru', 'W', 'Ir', 'La')",6.284,2387.6,13.685200000000000,12.9048,140.9892,117.6,0.179487179487181,4.02172,1.816,2.2576,0.333,13.380,5.8,-21.44
"('Y', 'Ru', 'W', 'Au', 'Al')",5.442000000000000,2066.4,11.546,11.563000000000000,119.5536,115.2,0.153643832600503,4.1573,1.986,1.983,0.351351,13.380,6.2,-24
"('Y', 'Ru', 'W', 'Au', 'In')",5.268000000000000,1965.8,12.698000000000000,12.485,137.1212,122.2,0.137811338205211,4.13182,2.02,2.058,0.351351,13.380,6.2,-10.56
"('Y', 'Ru', 'W', 'Au', 'La')",5.6580000000000000,2118.4,14.0232,12.253000000000000,141.9392,120.8,0.179487179487181,4.12212,1.884,2.264,0.333,13.380,6.2,-21.76
"('Y', 'Ru', 'W', 'Al', 'In')",5.184000000000000,1885.0,12.656000000000000,9.165000000000000,103.12360000000000,119.8,0.150684931506848,3.62062,1.834,1.861,0.351351,13.380,4.6,-9.92
"('Y', 'Ru', 'W', 'Al', 'La')",5.574,2037.6,13.981200000000000,8.933,107.9416,118.4,0.193065827887254,3.61092,1.698,2.067,0.333,13.380,4.6,-18.4
"('Y', 'Ru', 'W', 'In', 'La')",5.4000000000000000,1937.0,15.133200000000000,9.855,125.5092,125.4,0.162980060130066,3.58544,1.732,2.142,0.333,13.380,4.6,-6.88
"('Y', 'Ru', 'Ir', 'Au', 'Al')",5.05,1866.4,11.356000000000000,12.2256,121.2296,113.6,0.153643832600503,4.3431,1.954,1.9616,0.351351,13.380,6.8,-39.2
"('Y', 'Ru', 'Ir', 'Au', 'In')",4.8760000000000000,1765.8,12.508,13.1476,138.79720000000000,120.6,0.137811338205211,4.31762,1.988,2.0366,0.351351,13.380,6.8,-27.36
"('Y', 'Ru', 'Ir', 'Au', 'La')",5.266,1918.4,13.8332,12.915600000000000,143.61520000000000,119.2,0.179487179487181,4.30792,1.852,2.2426,0.333,13.380,6.8,-45.28
"('Y', 'Ru', 'Ir', 'Al', 'In')",4.792,1685.0,12.466000000000000,9.8276,104.79960000000000,118.2,0.150684931506848,3.80642,1.802,1.8396,0.351351,13.380,5.2,-31.36
"('Y', 'Ru', 'Ir', 'Al', 'La')",5.182,1837.6,13.791200000000000,9.595600000000000,109.6176,116.8,0.193065827887254,3.79672,1.666,2.0456,0.333,13.380,5.2,-46.56
"('Y', 'Ru', 'Ir', 'In', 'La')",5.008,1737.0,14.9432,10.5176,127.18520000000000,123.8,0.162980060130066,3.77124,1.7,2.1206,0.333,13.380,5.2,-36.64
"('Y', 'Ru', 'Au', 'Al', 'In')",4.1660000000000000,1415.8,12.804000000000000,9.1758,105.74960000000000,121.4,0.150684931506848,3.90682,1.87,1.846,0.351351,13.380,5.6,-32.64
"('Y', 'Ru', 'Au', 'Al', 'La')",4.556000000000000,1568.4,14.1292,8.9438,110.5676,120.0,0.193065827887254,3.89712,1.734,2.052,0.333,13.380,5.6,-50.08
"('Y', 'Ru', 'Au', 'In', 'La')",4.382,1467.8,15.281200000000000,9.8658,128.1352,127.0,0.162980060130066,3.87164,1.768,2.127,0.333,13.380,5.6,-43.2
"('Y', 'Ru', 'Al', 'In', 'La')",4.298,1387.0,15.2392,6.5458,94.13760000000000,124.6,0.178566278223618,3.36044,1.582,1.93,0.333,13.380,4.0,-34.72
"('Y', 'Ta', 'W', 'Ir', 'Au')",6.4240000000000000,2554.4,11.786,16.394800000000000,168.5772,117.6,0.131909655984116,4.5148,1.964,2.2106,0.351351,13.380,6.8,-25.28
"('Y', 'Ta', 'W', 'Ir', 'Al')",6.34,2473.6,11.744,13.0748,134.5796,115.2,0.144663289402781,4.0036,1.778,2.0136,0.351351,13.380,5.2,-26.56
"('Y', 'Ta', 'W', 'Ir', 'In')",6.1660000000000000,2373.0,12.896,13.996800000000000,152.14720000000000,122.2,0.122829384046302,3.97812,1.812,2.0886,0.351351,13.380,5.2,-9.92
"('Y', 'Ta', 'W', 'Ir', 'La')",6.556,2525.6,14.2212,13.7648,156.9652,120.8,0.16206413492736,3.96842,1.676,2.2946,0.333,13.380,5.2,-9.6
"('Y', 'Ta', 'W', 'Au', 'Al')",5.7140000000000000,2204.4,12.082000000000000,12.423000000000000,135.52960000000000,118.4,0.144663289402781,4.104,1.846,2.02,0.351351,13.380,5.6,-20.96
"('Y', 'Ta', 'W', 'Au', 'In')",5.540000000000000,2103.8,13.234,13.345000000000000,153.09720000000000,125.4,0.122829384046302,4.07852,1.88,2.095,0.351351,13.380,5.6,-7.36
"('Y', 'Ta', 'W', 'Au', 'La')",5.930000000000000,2256.4,14.559200000000000,13.113,157.9152,124.0,0.16206413492736,4.06882,1.744,2.301,0.333,13.380,5.6,-9.28
"('Y', 'Ta', 'W', 'Al', 'In')",5.4560000000000000,2023.0,13.192000000000000,10.025,119.09960000000000,123.0,0.138196377731368,3.56732,1.694,1.898,0.351351,13.380,4.0,1.12
"('Y', 'Ta', 'W', 'Al', 'La')",5.846000000000000,2175.6,14.517200000000000,9.793,123.9176,121.6,0.177431697798525,3.55762,1.558,2.104,0.333,13.380,4.0,1.92
"('Y', 'Ta', 'W', 'In', 'La')",5.672000000000000,2075.0,15.669200000000000,10.715,141.48520000000000,128.6,0.142034808623193,3.53214,1.592,2.179,0.333,13.380,4.0,13.6
"('Y', 'Ta', 'Ir', 'Au', 'Al')",5.322,2004.4,11.892,13.0856,137.2056,116.8,0.144663289402781,4.2898,1.814,1.9986,0.351351,13.380,6.2,-44.8
"('Y', 'Ta', 'Ir', 'Au', 'In')",5.148,1903.8,13.044,14.0076,154.7732,123.8,0.122829384046302,4.26432,1.848,2.0736,0.351351,13.380,6.2,-32.8
"('Y', 'Ta', 'Ir', 'Au', 'La')",5.538000000000000,2056.4,14.369200000000000,13.7756,159.59120000000000,122.4,0.16206413492736,4.25462,1.712,2.2796,0.333,13.380,6.2,-41.44
"('Y', 'Ta', 'Ir', 'Al', 'In')",5.064,1823.0,13.002,10.6876,120.77560000000000,121.4,0.138196377731368,3.75312,1.662,1.8766,0.351351,13.380,4.6,-28.96
"('Y', 'Ta', 'Ir', 'Al', 'La')",5.454,1975.6,14.3272,10.4556,125.5936,120.0,0.177431697798525,3.74342,1.526,2.0826,0.333,13.380,4.6,-34.88
"('Y', 'Ta', 'Ir', 'In', 'La')",5.280000000000000,1875.0,15.4792,11.3776,143.16120000000000,127.0,0.142034808623193,3.71794,1.56,2.1576,0.333,13.380,4.6,-24.8
"('Y', 'Ta', 'Au', 'Al', 'In')",4.438,1553.8,13.34,10.0358,121.72560000000000,124.6,0.138196377731368,3.85352,1.73,1.883,0.351351,13.380,5.0,-29.6
"('Y', 'Ta', 'Au', 'Al', 'La')",4.828000000000000,1706.4,14.665200000000000,9.803800000000000,126.5436,123.2,0.177431697798525,3.84382,1.594,2.089,0.333,13.380,5.0,-37.76
"('Y', 'Ta', 'Au', 'In', 'La')",4.654000000000000,1605.8,15.8172,10.7258,144.1112,130.2,0.142034808623193,3.81834,1.628,2.164,0.333,13.380,5.0,-30.72
"('Y', 'Ta', 'Al', 'In', 'La')",4.570000000000000,1525.0,15.775200000000000,7.405800000000000,110.11360000000000,127.8,0.16005091585994,3.30714,1.442,1.967,0.333,13.380,3.4,-14.4
"('Y', 'W', 'Ir', 'Au', 'Al')",5.482,2086.4,11.616000000000000,13.6548,137.7836,116.0,0.149329765762674,4.3701,1.986,1.9876,0.351351,13.380,6.4,-29.76
"('Y', 'W', 'Ir', 'Au', 'In')",5.308,1985.8,12.768,14.5768,155.3512,123.0,0.131516227800438,4.34462,2.02,2.0626,0.351351,13.380,6.4,-16.48
"('Y', 'W', 'Ir', 'Au', 'La')",5.6980000000000000,2138.4,14.093200000000000,14.344800000000000,160.1692,121.6,0.172798216130581,4.33492,1.884,2.2686,0.333,13.380,6.4,-29.28
"('Y', 'W', 'Ir', 'Al', 'In')",5.224,1905.0,12.726,11.256800000000000,121.3536,120.6,0.145266370775934,3.83342,1.834,1.8656,0.351351,13.380,4.8,-16.96
"('Y', 'W', 'Ir', 'Al', 'La')",5.614,2057.6,14.0512,11.0248,126.17160000000000,119.2,0.186985506402443,3.82372,1.698,2.0716,0.333,13.380,4.8,-27.04
"('Y', 'W', 'Ir', 'In', 'La')",5.4400000000000000,1957.0,15.2032,11.9468,143.7392,126.2,0.155155229773874,3.79824,1.732,2.1466,0.333,13.380,4.8,-15.68
"('Y', 'W', 'Au', 'Al', 'In')",4.598,1635.8,13.064000000000000,10.605,122.3036,123.8,0.145266370775934,3.93382,1.902,1.872,0.351351,13.380,5.2,-16.32
"('Y', 'W', 'Au', 'Al', 'La')",4.9880000000000000,1788.4,14.389200000000000,10.373000000000000,127.12160000000000,122.4,0.186985506402443,3.92412,1.766,2.078,0.333,13.380,5.2,-28.64
"('Y', 'W', 'Au', 'In', 'La')",4.814000000000000,1687.8,15.5412,11.295,144.6892,129.4,0.155155229773874,3.89864,1.8,2.153,0.333,13.380,5.2,-20.32
"('Y', 'W', 'Al', 'In', 'La')",4.7300000000000000,1607.0,15.499200000000000,7.975,110.6916,127.0,0.171549455307998,3.38744,1.614,1.956,0.333,13.380,3.6,-8.32
"('Y', 'Ir', 'Au', 'Al', 'In')",4.206,1435.8,12.874,11.267600000000000,123.97960000000000,122.2,0.145266370775934,4.11962,1.87,1.8506,0.351351,13.380,5.8,-39.04
"('Y', 'Ir', 'Au', 'Al', 'La')",4.596,1588.4,14.1992,11.0356,128.7976,120.8,0.186985506402443,4.10992,1.734,2.0566,0.333,13.380,5.8,-58.08
"('Y', 'Ir', 'Au', 'In', 'La')",4.422,1487.8,15.3512,11.957600000000000,146.3652,127.8,0.155155229773874,4.08444,1.768,2.1316,0.333,13.380,5.8,-51.36
"('Y', 'Ir', 'Al', 'In', 'La')",4.338,1407.0,15.309200000000000,8.6376,112.3676,125.4,0.171549455307998,3.57324,1.582,1.9346,0.333,13.380,4.2,-44
"('Y', 'Au', 'Al', 'In', 'La')",3.7120000000000000,1137.8,15.647200000000000,7.9858,113.3176,128.6,0.171549455307998,3.67364,1.65,1.941,0.333,13.380,4.6,-51.84
"('Nb', 'Mo', 'Tc', 'Ru', 'Ta')",7.216000000000000,2787.2,9.572000000000000,11.656,113.75660000000000,112.2,0.0451753951452645,3.9623,1.872,2.165,0.448276,13.380,6.2,-29.92
"('Nb', 'Mo', 'Tc', 'Ru', 'W')",7.376,2869.2,9.296000000000000,12.225200000000000,114.3346,111.4,0.0434782608695656,4.0426,2.044,2.154,0.448276,13.380,6.4,-21.28
"('Nb', 'Mo', 'Tc', 'Ru', 'Ir')",6.984,2669.2,9.106,12.887800000000000,116.0106,109.8,0.0434782608695656,4.2284,2.012,2.1326,0.448276,13.380,7.0,-29.6
"('Nb', 'Mo', 'Tc', 'Ru', 'Au')",6.3580000000000000,2400.0,9.444,12.236,116.9606,113.0,0.0434782608695656,4.3288,2.08,2.139,0.448276,13.380,7.4,-17.28
"('Nb', 'Mo', 'Tc', 'Ru', 'Al')",6.274000000000000,2319.2,9.402000000000000,8.916,82.963,110.6,0.0588235294117668,3.8176,1.894,1.942,0.448276,13.380,5.8,-27.52
"('Nb', 'Mo', 'Tc', 'Ru', 'In')",6.1000000000000000,2218.6,10.554,9.838000000000000,100.53060000000000,117.6,0.0613929428667706,3.79212,1.928,2.017,0.419,13.380,5.8,-6.24
"('Nb', 'Mo', 'Tc', 'Ru', 'La')",6.49,2371.2,11.8792,9.606,105.34860000000000,116.2,0.154919333848297,3.78242,1.792,2.223,0.333,13.380,5.8,-14.72
"('Nb', 'Mo', 'Tc', 'Ta', 'W')",7.648000000000000,3007.2,9.832,13.0852,130.3106,114.6,0.0347445353586263,3.9893,1.904,2.191,0.448276,13.380,5.8,-18.4
"('Nb', 'Mo', 'Tc', 'Ta', 'Ir')",7.256,2807.2,9.642000000000000,13.747800000000000,131.9866,113.0,0.0347445353586263,4.1751,1.872,2.1696,0.448276,13.380,6.4,-35.36
"('Nb', 'Mo', 'Tc', 'Ta', 'Au')",6.630000000000000,2538.0,9.98,13.096,132.9366,116.2,0.0347445353586263,4.2755,1.94,2.176,0.448276,13.380,6.8,-22.4
"('Nb', 'Mo', 'Tc', 'Ta', 'Al')",6.546000000000000,2457.2,9.938,9.776,98.939,113.8,0.0575539568345328,3.7643,1.754,1.979,0.448276,13.380,5.2,-24.8
"('Nb', 'Mo', 'Tc', 'Ta', 'In')",6.372000000000000,2356.6,11.09,10.698,116.50660000000000,120.8,0.0436176228988744,3.73882,1.788,2.054,0.419,13.380,5.2,-3.36
"('Nb', 'Mo', 'Tc', 'Ta', 'La')",6.7620000000000000,2509.2,12.415200000000000,10.466,121.32460000000000,119.4,0.139569650353351,3.72912,1.652,2.26,0.333,13.380,5.2,-2.56
"('Nb', 'Mo', 'Tc', 'W', 'Ir')",7.4160000000000000,2889.2,9.366,14.317000000000000,132.56460000000000,112.2,0.0352444567306935,4.2554,2.044,2.1586,0.448276,13.380,6.6,-25.6
"('Nb', 'Mo', 'Tc', 'W', 'Au')",6.790000000000000,2620.0,9.704,13.665200000000000,133.5146,115.4,0.0352444567306935,4.3558,2.112,2.165,0.448276,13.380,7.0,-11.36
"('Nb', 'Mo', 'Tc', 'W', 'Al')",6.706,2539.2,9.662,10.3452,99.51700000000000,113.0,0.0546227355733413,3.8446,1.926,1.968,0.448276,13.380,5.4,-18.08
"('Nb', 'Mo', 'Tc', 'W', 'In')",6.532000000000000,2438.6,10.814,11.267200000000000,117.0846,120.0,0.0523308725422913,3.81912,1.96,2.043,0.419,13.380,5.4,4.64
"('Nb', 'Mo', 'Tc', 'W', 'La')",6.922,2591.2,12.139200000000000,11.0352,121.90260000000000,118.6,0.148675127951282,3.80942,1.824,2.249,0.333,13.380,5.4,1.28
"('Nb', 'Mo', 'Tc', 'Ir', 'Au')",6.398000000000000,2420.0,9.514,14.3278,135.1906,113.8,0.0352444567306935,4.5416,2.08,2.1436,0.448276,13.380,7.6,-20.96
"('Nb', 'Mo', 'Tc', 'Ir', 'Al')",6.314000000000000,2339.2,9.472,11.0078,101.19300000000000,111.4,0.0546227355733413,4.0304,1.894,1.9466,0.448276,13.380,6.0,-32.32
"('Nb', 'Mo', 'Tc', 'Ir', 'In')",6.140000000000000,2238.6,10.624000000000000,11.9298,118.76060000000000,118.4,0.0523308725422913,4.00492,1.928,2.0216,0.419,13.380,6.0,-11.2
"('Nb', 'Mo', 'Tc', 'Ir', 'La')",6.530000000000000,2391.2,11.9492,11.697800000000000,123.57860000000000,117.0,0.148675127951282,3.99522,1.792,2.2276,0.333,13.380,6.0,-21.28
"('Nb', 'Mo', 'Tc', 'Au', 'Al')",5.688000000000000,2070.0,9.81,10.356,102.14300000000000,114.6,0.0546227355733413,4.1308,1.962,1.953,0.448276,13.380,6.4,-21.28
"('Nb', 'Mo', 'Tc', 'Au', 'In')",5.514,1969.4,10.962,11.278,119.71060000000000,121.6,0.0523308725422913,4.10532,1.996,2.028,0.419,13.380,6.4,-3.2
"('Nb', 'Mo', 'Tc', 'Au', 'La')",5.904,2122.0,12.287200000000000,11.046,124.52860000000000,120.2,0.148675127951282,4.09562,1.86,2.234,0.333,13.380,6.4,-15.52
"('Nb', 'Mo', 'Tc', 'Al', 'In')",5.430000000000000,1888.6,10.92,7.958000000000000,85.713,119.2,0.0723265179233008,3.59412,1.81,1.831,0.419,13.380,4.8,-4.8
"('Nb', 'Mo', 'Tc', 'Al', 'La')",5.82,2041.2,12.2452,7.726000000000000,90.53100000000000,117.8,0.162188536558318,3.58442,1.674,2.037,0.333,13.380,4.8,-14.4
"('Nb', 'Mo', 'Tc', 'In', 'La')",5.646,1940.6,13.397200000000000,8.648,108.09860000000000,124.8,0.135330173957438,3.55894,1.708,2.112,0.333,13.380,4.8,1.76
"('Nb', 'Mo', 'Ru', 'Ta', 'W')",7.626,3034.8,9.74,13.3052,130.9432,113.2,0.0451753951452645,4.0469,1.964,2.182,0.448276,13.380,6.0,-20.8
"('Nb', 'Mo', 'Ru', 'Ta', 'Ir')",7.234,2834.8,9.55,13.9678,132.6192,111.6,0.0451753951452645,4.2327,1.932,2.1606,0.448276,13.380,6.6,-37.12
"('Nb', 'Mo', 'Ru', 'Ta', 'Au')",6.608000000000000,2565.6,9.888000000000000,13.316000000000000,133.5692,114.8,0.0451753951452645,4.3331,2,2.167,0.448276,13.380,7.0,-24.16
"('Nb', 'Mo', 'Ru', 'Ta', 'Al')",6.524000000000000,2484.8,9.846,9.996,99.57160000000000,112.4,0.0631724484571117,3.8219,1.814,1.97,0.448276,13.380,5.4,-26.88
"('Nb', 'Mo', 'Ru', 'Ta', 'In')",6.3500000000000000,2384.2,10.998000000000000,10.918000000000000,117.13920000000000,119.4,0.0555555555555555,3.79642,1.848,2.045,0.419,13.380,5.4,-5.44
"('Nb', 'Mo', 'Ru', 'Ta', 'La')",6.74,2536.8,12.3232,10.686,121.95720000000000,118.0,0.146520114811318,3.78672,1.712,2.251,0.333,13.380,5.4,-5.28
"('Nb', 'Mo', 'Ru', 'W', 'Ir')",7.394,2916.8,9.274000000000000,14.537,133.1972,110.8,0.0434782608695656,4.313,2.104,2.1496,0.448276,13.380,6.8,-27.2
"('Nb', 'Mo', 'Ru', 'W', 'Au')",6.768000000000000,2647.6,9.612,13.885200000000000,134.1472,114.0,0.0434782608695656,4.4134,2.172,2.156,0.448276,13.380,7.2,-12.96
"('Nb', 'Mo', 'Ru', 'W', 'Al')",6.684,2566.8,9.57,10.5652,100.14960000000000,111.6,0.0588235294117668,3.9022,1.986,1.959,0.448276,13.380,5.6,-20
"('Nb', 'Mo', 'Ru', 'W', 'In')",6.510000000000000,2466.2,10.722,11.487200000000000,117.7172,118.6,0.0613929428667706,3.87672,2.02,2.034,0.419,13.380,5.6,2.72
"('Nb', 'Mo', 'Ru', 'W', 'La')",6.9,2618.8,12.0472,11.2552,122.53520000000000,117.2,0.154919333848297,3.86702,1.884,2.24,0.333,13.380,5.6,-1.28
"('Nb', 'Mo', 'Ru', 'Ir', 'Au')",6.376,2447.6,9.422,14.5478,135.82320000000000,112.4,0.0434782608695656,4.5992,2.14,2.1346,0.448276,13.380,7.8,-21.92
"('Nb', 'Mo', 'Ru', 'Ir', 'Al')",6.292000000000000,2366.8,9.38,11.227800000000000,101.82560000000000,110.0,0.0588235294117668,4.088,1.954,1.9376,0.448276,13.380,6.2,-33.6
"('Nb', 'Mo', 'Ru', 'Ir', 'In')",6.118,2266.2,10.532,12.149800000000000,119.39320000000000,117.0,0.0613929428667706,4.06252,1.988,2.0126,0.419,13.380,6.2,-12.48
"('Nb', 'Mo', 'Ru', 'Ir', 'La')",6.508000000000000,2418.8,11.8572,11.917800000000000,124.21120000000000,115.6,0.154919333848297,4.05282,1.852,2.2186,0.333,13.380,6.2,-23.2
"('Nb', 'Mo', 'Ru', 'Au', 'Al')",5.666,2097.6,9.718,10.576000000000000,102.77560000000000,113.2,0.0588235294117668,4.1884,2.022,1.944,0.448276,13.380,6.6,-22.56
"('Nb', 'Mo', 'Ru', 'Au', 'In')",5.492,1997.0,10.870000000000000,11.498000000000000,120.34320000000000,120.2,0.0613929428667706,4.16292,2.056,2.019,0.419,13.380,6.6,-4.48
"('Nb', 'Mo', 'Ru', 'Au', 'La')",5.882,2149.6,12.1952,11.266000000000000,125.16120000000000,118.8,0.154919333848297,4.15322,1.92,2.225,0.333,13.380,6.6,-17.44
"('Nb', 'Mo', 'Ru', 'Al', 'In')",5.408,1916.2,10.828,8.178,86.3456,117.8,0.0782460796435966,3.65172,1.87,1.822,0.419,13.380,5.0,-6.4
"('Nb', 'Mo', 'Ru', 'Al', 'La')",5.798,2068.8,12.153200000000000,7.946000000000000,91.1636,116.4,0.167698292513391,3.64202,1.734,2.028,0.333,13.380,5.0,-16.64
"('Nb', 'Mo', 'Ru', 'In', 'La')",5.6240000000000000,1968.2,13.3052,8.868,108.73120000000000,123.4,0.142857142857144,3.61654,1.768,2.103,0.333,13.380,5.0,-0.48
"('Nb', 'Mo', 'Ta', 'W', 'Ir')",7.6660000000000000,3054.8,9.810000000000000,15.397,149.1732,114.0,0.0347445353586263,4.2597,1.964,2.1866,0.448276,13.380,6.2,-26.88
